# 982 Renju five-move openings, ascending 1-blackActual-whiteActual.
# GTP coordinates: column I is skipped; black moves first. See README.md.
# Source: renju500k_ratio_0.5_to_2_sorted_by_drawrate.csv; strict 0.5 < B/W < 2.
# B(+8) and W(-8) are independent 500k evaluations; inferred D can be negative.
15 H12 H13 F13 G13 K13 # opening-28724 B=0.081496207 W=0.084551474 D=0.833952319
15 G8 F8 E7 F9 D9 # opening-29643 B=0.102643960 W=0.063396061 D=0.833959979
15 N8 K5 K4 M10 N7 # opening-49750 B=0.068746616 W=0.096822991 D=0.834430394
15 L9 K8 M9 N9 K9 # opening-41803 B=0.087266106 W=0.077864663 D=0.834869231
15 G10 G11 H9 G12 H12 # opening-20402 B=0.064167240 W=0.100650810 D=0.835181950
15 F7 C9 E8 D9 D8 # opening-8833 B=0.063218098 W=0.100963253 D=0.835818649
15 H6 K6 J6 G6 F5 # opening-27499 B=0.092572232 W=0.071542537 D=0.835885231
15 J6 H6 G6 E5 K3 # opening-44275 B=0.091732244 W=0.072375371 D=0.835892386
15 G5 H6 G9 H8 H9 # opening-47752 B=0.064521432 W=0.099425800 D=0.836052768
15 K11 J9 J11 L10 K10 # opening-0195 B=0.107200266 W=0.056085846 D=0.836713888
15 F14 G14 G12 E12 G9 # opening-16670 B=0.082998145 W=0.080224215 D=0.836777640
15 G8 G7 F8 F7 H9 # opening-4793 B=0.091931227 W=0.071202974 D=0.836865799
15 K5 K4 L5 M5 J5 # opening-22444 B=0.075756395 W=0.087110320 D=0.837133285
15 J11 H10 G9 G10 J10 # opening-40389 B=0.099723746 W=0.063016923 D=0.837259331
15 K11 L11 J11 H11 H10 # opening-45078 B=0.060331490 W=0.102239783 D=0.837428727
15 J9 H9 H7 G7 F7 # opening-29928 B=0.076423945 W=0.085479540 D=0.838096515
15 H8 H9 H6 G6 J10 # opening-49720 B=0.087841047 W=0.073807670 D=0.838351283
15 J4 H5 N2 N3 J5 # opening-40923 B=0.075381542 W=0.086112601 D=0.838505857
15 K10 L10 K9 J11 K11 # opening-36634 B=0.087199745 W=0.074069463 D=0.838730792
15 M11 L11 K11 K12 M10 # opening-0821 B=0.102650283 W=0.058223735 D=0.839125982
15 F10 F9 F12 E10 E11 # opening-41510 B=0.095649668 W=0.064427432 D=0.839922901
15 F9 E6 F7 E7 D9 # opening-23282 B=0.101464916 W=0.058201149 D=0.840333935
15 G4 L5 K4 G6 H6 # opening-47986 B=0.060863969 W=0.098500143 D=0.840635888
15 G8 F9 F6 H8 G6 # opening-16736 B=0.103763276 W=0.055266056 D=0.840970669
15 L10 L8 K10 K9 M8 # opening-4163 B=0.064610113 W=0.093817140 D=0.841572748
15 F7 F6 F10 G8 G7 # opening-6318 B=0.071010178 W=0.087100700 D=0.841889122
15 L5 L6 K6 L7 J5 # opening-38731 B=0.096593973 W=0.061514902 D=0.841891126
15 J6 K6 K5 L7 L8 # opening-17366 B=0.093679820 W=0.063276344 D=0.843043836
15 E6 D6 H5 F6 D7 # opening-26808 B=0.095293072 W=0.061303451 D=0.843403478
15 J12 K11 L9 H11 K10 # opening-36130 B=0.077492466 W=0.078472039 D=0.844035495
15 K5 K6 M5 M6 N6 # opening-5062 B=0.092108600 W=0.063768314 D=0.844123086
15 J10 K10 K9 L9 L11 # opening-23767 B=0.069950181 W=0.085812172 D=0.844237647
15 L8 K10 L10 M8 L11 # opening-11118 B=0.079403963 W=0.075730126 D=0.844865912
15 G5 G4 G6 G7 H7 # opening-20652 B=0.091118103 W=0.063506781 D=0.845375115
15 L7 M9 N9 K7 K8 # opening-24114 B=0.081914108 W=0.072262645 D=0.845823247
15 E9 F8 F9 D9 F7 # opening-18251 B=0.059078023 W=0.094867605 D=0.846054372
15 E10 G11 E9 G12 H11 # opening-35310 B=0.059990674 W=0.093652186 D=0.846357140
15 K7 K8 K6 K5 J9 # opening-1301 B=0.087915609 W=0.064797105 D=0.847287285
15 H6 D5 G6 G7 D6 # opening-7662 B=0.081047211 W=0.071500475 D=0.847452315
15 K12 J12 K7 H7 J8 # opening-38110 B=0.064929940 W=0.087477540 D=0.847592520
15 L7 L5 K7 K5 L6 # opening-1382 B=0.075519061 W=0.076707273 D=0.847773666
15 H5 H4 F6 H3 J3 # opening-25503 B=0.063087055 W=0.088737681 D=0.848175264
15 D12 F12 F11 G9 D11 # opening-37649 B=0.090129474 W=0.060858227 D=0.849012298
15 F6 E5 E6 J6 J8 # opening-26899 B=0.061760595 W=0.089205658 D=0.849033747
15 L11 K10 L12 J8 L13 # opening-17950 B=0.092160078 W=0.058299988 D=0.849539934
15 E12 E11 F11 F10 H10 # opening-2981 B=0.092782089 W=0.057161576 D=0.850056335
15 J11 K11 J10 K9 J9 # opening-47494 B=0.078859986 W=0.070637118 D=0.850502896
15 K8 L9 M9 K9 H8 # opening-35567 B=0.092760695 W=0.056165861 D=0.851073444
15 D11 F10 F9 E11 E12 # opening-2468 B=0.093367137 W=0.055343490 D=0.851289373
15 L9 L8 K7 K10 M8 # opening-33681 B=0.063387028 W=0.085282033 D=0.851330938
15 G6 F6 H6 J5 J7 # opening-2068 B=0.062593849 W=0.085793019 D=0.851613132
15 E6 C6 E7 E5 C7 # opening-10548 B=0.064569546 W=0.083287135 D=0.852143320
15 J10 J11 K11 H10 J9 # opening-33142 B=0.053736851 W=0.093737947 D=0.852525202
15 J6 G6 H7 H8 J9 # opening-13134 B=0.086063525 W=0.059735962 D=0.854200513
15 L6 L5 K6 K5 M5 # opening-18900 B=0.049508112 W=0.095874965 D=0.854616923
15 E11 G10 G11 H11 H10 # opening-45377 B=0.050247885 W=0.093845117 D=0.855906998
15 H6 G5 K5 K6 K7 # opening-40791 B=0.094817550 W=0.049257417 D=0.855925033
15 H6 H5 J5 G6 H7 # opening-24056 B=0.051907653 W=0.092035468 D=0.856056879
15 K6 K8 H6 J8 J9 # opening-48011 B=0.065510544 W=0.077997576 D=0.856491879
15 E5 H5 K4 L3 F4 # opening-48709 B=0.091394489 W=0.051698431 D=0.856907080
15 G9 E8 H9 G8 G7 # opening-46343 B=0.060770517 W=0.081008072 D=0.858221411
15 H8 J5 K5 K8 J8 # opening-9204 B=0.048937077 W=0.092429854 D=0.858633069
15 H5 H4 G7 G5 H7 # opening-32100 B=0.079116296 W=0.061666022 D=0.859217682
15 H10 J10 K10 H9 J8 # opening-1178 B=0.062653333 W=0.077512504 D=0.859834163
15 G5 F5 F4 E5 E4 # opening-9714 B=0.068234518 W=0.071005690 D=0.860759793
15 K11 L12 J11 H11 G11 # opening-0115 B=0.053554911 W=0.084979785 D=0.861465304
15 K5 J5 H5 L4 L6 # opening-6802 B=0.071598197 W=0.066326123 D=0.862075680
15 G7 G9 D9 E9 E8 # opening-36276 B=0.085516316 W=0.052076349 D=0.862407335
15 D10 D9 C8 D7 E9 # opening-27759 B=0.082677321 W=0.054520814 D=0.862801865
15 K6 J6 J5 H7 G5 # opening-21871 B=0.065183841 W=0.070991372 D=0.863824787
15 G10 G9 J8 F9 F8 # opening-32417 B=0.056527029 W=0.078990756 D=0.864482215
15 E7 E6 F6 G6 H6 # opening-28890 B=0.083354465 W=0.052054890 D=0.864590645
15 J7 H7 J6 K6 J8 # opening-38097 B=0.057469881 W=0.076393526 D=0.866136592
15 J7 J9 H9 K6 H5 # opening-25797 B=0.079935155 W=0.053856233 D=0.866208613
15 H8 G9 G8 H9 F10 # opening-40212 B=0.046138514 W=0.087283490 D=0.866577995
15 G10 G11 H11 H10 K11 # opening-4023 B=0.082875533 W=0.050447420 D=0.866677046
15 G10 J9 F10 E10 J8 # opening-49549 B=0.061709390 W=0.071017836 D=0.867272773
15 H6 F6 E8 G7 E7 # opening-21597 B=0.044988835 W=0.087129488 D=0.867881677
15 D5 F6 C6 D6 E5 # opening-38960 B=0.080838391 W=0.051253367 D=0.867908241
15 G8 G9 H9 F9 E10 # opening-16900 B=0.069752652 W=0.061893798 D=0.868353549
15 L10 L11 M10 N11 L12 # opening-36637 B=0.081546450 W=0.049802689 D=0.868650861
15 D6 D7 E8 E7 F10 # opening-1371 B=0.060875784 W=0.070137448 D=0.868986768
15 K8 K6 J7 J6 J8 # opening-7037 B=0.081398646 W=0.048768344 D=0.869833010
15 L8 M11 K10 J11 N11 # opening-39644 B=0.053746327 W=0.076305296 D=0.869948377
15 G9 H10 K9 H8 H9 # opening-26913 B=0.078457849 W=0.051006461 D=0.870535691
15 M9 N8 L8 K8 H6 # opening-42475 B=0.071422373 W=0.057848029 D=0.870729599
15 H9 J9 G9 J10 J11 # opening-15783 B=0.073710705 W=0.055358660 D=0.870930635
15 K8 J7 J10 K6 L8 # opening-40536 B=0.067044509 W=0.061960288 D=0.870995203
15 L7 M8 L6 N7 O6 # opening-8858 B=0.042911466 W=0.084835732 D=0.872252802
15 F7 G7 E8 G8 E7 # opening-25266 B=0.079388164 W=0.048136314 D=0.872475522
15 H9 J8 G8 J7 K7 # opening-18456 B=0.064754086 W=0.061818395 D=0.873427519
15 J7 K7 H7 J6 K8 # opening-14591 B=0.050390354 W=0.074402042 D=0.875207604
15 C9 C8 D8 E9 F9 # opening-21555 B=0.057969967 W=0.064969734 D=0.877060298
15 F7 G7 G5 F8 F5 # opening-21187 B=0.067823841 W=0.055086108 D=0.877090051
15 J6 J7 L7 K9 K7 # opening-42690 B=0.075145135 W=0.046999389 D=0.877855477
15 F8 F7 G7 E8 H7 # opening-34264 B=0.045964122 W=0.073781670 D=0.880254208
15 L10 L7 L5 N6 K7 # opening-45956 B=0.047076952 W=0.071989810 D=0.880933237
15 J4 K5 H7 J8 G7 # opening-34391 B=0.073996938 W=0.043755877 D=0.882247185
15 M8 M7 M9 M4 M5 # opening-34992 B=0.052769235 W=0.064230136 D=0.883000628
15 J8 H10 J7 J9 H9 # opening-9502 B=0.054541385 W=0.060943697 D=0.884514919
15 K6 J6 H7 G7 G8 # opening-37029 B=0.042685517 W=0.072766764 D=0.884547719
15 H13 J12 K12 H12 G12 # opening-2581 B=0.048419335 W=0.065252609 D=0.886328056
15 J11 J9 H9 H8 G8 # opening-31389 B=0.068636480 W=0.044833763 D=0.886529757
15 C9 D8 D7 E7 E6 # opening-27464 B=0.059814247 W=0.053228006 D=0.886957748
15 F9 J7 F8 J8 J10 # opening-31130 B=0.065151424 W=0.047111372 D=0.887737205
15 K9 H8 H6 L8 J6 # opening-3915 B=0.051495786 W=0.060066474 D=0.888437740
15 E9 D9 D7 D6 D10 # opening-24189 B=0.058528344 W=0.052699447 D=0.888772209
15 G8 G7 G9 F8 H7 # opening-42987 B=0.049555759 W=0.060592019 D=0.889852223
15 G6 F7 H7 H6 F9 # opening-35733 B=0.058127805 W=0.049582595 D=0.892289600
15 K8 K7 J7 J8 J10 # opening-22768 B=0.059852376 W=0.047446288 D=0.892701336
15 G10 G9 H11 H9 F8 # opening-5926 B=0.048385442 W=0.057318247 D=0.894296311
15 G9 H9 F9 G8 H10 # opening-39832 B=0.064522352 W=0.039148810 D=0.896328839
15 G4 H4 G3 H5 F5 # opening-30336 B=0.052221518 W=0.051410061 D=0.896368421
15 K7 J7 K8 H8 L8 # opening-35348 B=0.040299697 W=0.062948959 D=0.896751345
15 H8 G7 G8 H7 J9 # opening-47169 B=0.062976478 W=0.039724737 D=0.897298785
15 H11 H12 J12 G9 K12 # opening-0055 B=0.061854796 W=0.040230647 D=0.897914557
15 G8 G7 F7 H7 G5 # opening-25895 B=0.039720361 W=0.062175209 D=0.898104430
15 J8 J6 H9 J7 H6 # opening-1496 B=0.053874544 W=0.043948111 D=0.902177345
15 J6 K6 L5 G6 H6 # opening-8404 B=0.060018949 W=0.035986626 D=0.903994425
15 G8 H8 H9 G7 F8 # opening-9977 B=0.056816668 W=0.039097145 D=0.904086187
15 K8 J8 J7 K9 J6 # opening-39638 B=0.058848581 W=0.036573795 D=0.904577624
15 J6 K9 J7 H7 K8 # opening-5350 B=0.055681516 W=0.036983711 D=0.907334773
15 H9 J9 G9 G8 J7 # opening-49598 B=0.048555670 W=0.043792767 D=0.907651563
15 F9 H10 E9 G9 G10 # opening-41412 B=0.036917360 W=0.051187476 D=0.911895165
15 J6 K8 L7 J7 K7 # opening-0938 B=0.036739559 W=0.048350327 D=0.914910114
15 D6 E6 G6 G7 F5 # opening-46685 B=0.040923661 W=0.043667496 D=0.915408843
15 J8 J9 K8 K9 G8 # opening-44533 B=0.044931219 W=0.039305531 D=0.915763250
15 M8 N8 L8 K10 J10 # opening-30018 B=0.042612756 W=0.037954199 D=0.919433045
15 H3 G4 G3 G5 J3 # opening-31701 B=0.049799085 W=0.028037038 D=0.922163877
15 J4 K5 H6 J9 H9 # opening-16722 B=0.040857547 W=0.023830113 D=0.935312340
